SampleDate_SampleTime	Station	Depth	CHLA	DIN	DO	DOC	DON	DOP	FSS	KD	NH4F	NO23F	NO2F	NO3F	PC	PH	PHEO	PN	PO4F	PP	SALINITY	SECCHI	SIF	SIGMA_T	SPCOND	TDN	TDP	TN	TON	TP	TSS	VSS	WTEMP	TotalDepth	UpperPycnocline	LowerPycnocline	Latitude	Longitude	Time
2012-03-16	CB7.3	8.0			9.88											8.11					25.28			19.40863	39756.0								10.68	14.0	2.0	3.0	37.116809999999994	-76.12521	12:30:00
2012-03-16	CB7.3	9.0			9.74											8.1					25.69			19.74188	40350.0								10.59	14.0	2.0	3.0	37.116809999999994	-76.12521	12:30:00
2012-03-16	CB7.3	10.0			9.34											8.06					26.99			20.81729	42214.0								10.19	14.0	2.0	3.0	37.116809999999994	-76.12521	12:30:00
2012-03-16	CB7.3	11.0			9.25											8.04					27.79			21.46623	43367.0								10.03	14.0	2.0	3.0	37.116809999999994	-76.12521	12:30:00
2012-03-16	CB7.3	12.0			9.23											8.04					27.9			21.553620000000002	43520.0								10.02	14.0	2.0	3.0	37.116809999999994	-76.12521	12:30:00
2012-03-16	CB7.3	13.0	11.1072	0.001	9.27		0.138	0.0028	4.22		0.0004	0.0009	0.0001	0.0006000000000000001	0.95224	8.04	0.226	0.12847999999999998	0.0044	0.01267	27.93		0.0645	21.57703	43562.0	0.139	0.0072	0.2675	0.26649999999999996	0.0199	6.78		10.02	14.0	2.0	3.0	37.116809999999994	-76.12521	12:30:00
2012-03-16	CB7.4	0.0								1.3674												1.9												15.0	3.0	5.0	36.9957	-76.02048	10:50:00
2012-03-16	CB7.4	1.0	2.0292	0.0037	9.91	1.986	0.1493	0.003	5.56		0.0016	0.0021	0.0002	0.0019	0.51731	8.11	0.226	0.09543	0.0008	0.00796	22.36		0.3597	16.9762	35503.0	0.153	0.0038	0.2484	0.2447	0.0118	7.88		11.71	15.0	3.0	5.0	36.99569999999998	-76.02047999999998	10:50:00
2012-03-16	CB7.4	2.0	2.136	0.0041	9.68		0.1619	0.0038	3.72		0.0017	0.0024	0.0002	0.0022	0.55035	8.13	0.226	0.10126	0.0021	0.00936	24.06		0.2717	18.346970000000002	38047.0	0.166	0.0059	0.2673	0.2632	0.0153	5.72		11.39	15.0	3.0	5.0	36.99569999999998	-76.02047999999996	10:50:00
2012-03-16	CB7.4	3.0			9.58											8.11					26.8			20.56904	41909.0								10.82	15.0	3.0	5.0	36.9957	-76.02048	10:50:00
2012-03-16	CB7.4	4.0			9.51											8.1					27.89			21.45018	43458.0								10.62	15.0	3.0	5.0	36.9957	-76.02048	10:50:00
2012-03-16	CB7.4	5.0			9.26											8.08					29.42			22.749670000000002	45655.0								9.96	15.0	3.0	5.0	36.9957	-76.02048	10:50:00
2012-03-16	CB7.4	6.0	6.3012	0.0018	9.23		0.1192	0.0031	3.88		0.0004	0.0015	0.0001	0.0014	0.727	8.07	0.226	0.11020999999999999	0.0074	0.01119	30.32		0.0358	23.49742	46952.0	0.121	0.0105	0.2312	0.2294	0.0217	6.0		9.68	15.0	3.0	5.0	36.99569999999997	-76.02047999999999	10:50:00
2012-03-16	CB7.4	7.0			9.18											8.07					30.48			23.628870000000003	47178.0								9.64	15.0	3.0	5.0	36.9957	-76.02048	10:50:00
2012-03-16	CB7.4	8.0			9.12											8.06					30.56			23.696189999999998	47283.0								9.61	15.0	3.0	5.0	36.9957	-76.02048	10:50:00
2012-03-16	CB7.4	9.0			9.07											8.06					30.68			23.79954	47465.0								9.55	15.0	3.0	5.0	36.9957	-76.02048	10:50:00
2012-03-16	CB7.4	10.0			9.02											8.05					30.71			23.824579999999997	47499.0								9.54	15.0	3.0	5.0	36.9957	-76.02048	10:50:00
2012-03-16	CB7.4	11.0			9.01											8.05					30.73			23.84339	47533.0								9.52	15.0	3.0	5.0	36.9957	-76.02048	10:50:00
2012-03-16	CB7.4	12.0			8.98											8.05					30.76			23.86843	47577.0								9.51	15.0	3.0	5.0	36.9957	-76.02048	10:50:00
2012-03-16	CB7.4	13.0			8.96											8.05					30.77			23.87783	47601.0								9.5	15.0	3.0	5.0	36.9957	-76.02048	10:50:00
2012-03-16	CB7.4	14.0	9.078	0.0017000000000000001	9.0		0.1183	0.0027	3.98		0.0004	0.0014	0.0002	0.0012	0.89459	8.04	0.226	0.12285	0.0079	0.0092	30.78		0.0334	23.88566	47610.0	0.12	0.0106	0.2428	0.24109999999999998	0.0198	6.36		9.5	15.0	3.0	5.0	36.99569999999997	-76.02047999999998	10:50:00
2012-03-19	CB6.2	0.0								0.5911												1.4												10.0	7.0	7.0	37.4868	-76.15633000000001	11:40:00
2012-03-19	CB6.2	1.0	10.68	0.1251	12.21		0.1829	0.00265	2.16		0.0025	0.1226	0.0024	0.1202	1.20052	8.49	0.226	0.16401	0.0002	0.00859	12.51		0.7225	9.371260000000001	20857.0	0.308	0.0028	0.472	0.3469	0.0114	4.9		11.47	10.0	7.0	7.0	37.48680000000001	-76.15633000000001	11:40:00
2012-03-19	CB6.2	2.0			12.42											8.53					12.49			9.36256	20839.0								11.42	10.0	7.0	7.0	37.48680000000001	-76.15633000000001	11:40:00
2012-03-19	CB6.2	3.0			12.28											8.51					12.72			9.53848	21188.0								11.44	10.0	7.0	7.0	37.48680000000001	-76.15633000000001	11:40:00
2012-03-19	CB6.2	4.0			11.84											8.46					12.85			9.67481	21385.0								11.18	10.0	7.0	7.0	37.48680000000001	-76.15633000000001	11:40:00
2012-03-19	CB6.2	5.0			11.71											8.44					13.01			9.80724	21643.0								11.12	10.0	7.0	7.0	37.48680000000001	-76.15633000000001	11:40:00
2012-03-19	CB6.2	6.0	13.884	0.1159	11.06		0.1901	0.00265	2.82		0.0079	0.108	0.0023	0.1057	1.22252	8.4	0.226	0.17342	0.0002	0.01097	13.22		0.6216	9.97049	21964.0	0.306	0.0028	0.4794	0.3635	0.0138	5.86		11.12	10.0	7.0	7.0	37.48680000000001	-76.15633000000001	11:40:00
2012-03-19	CB6.2	7.0			9.54											8.26					14.05			10.66664	23243.0								10.74	10.0	7.0	7.0	37.48680000000001	-76.15633000000001	11:40:00
2012-03-19	CB6.2	8.0	10.3596	0.09	8.29		0.184	0.0035	5.56		0.0285	0.0615	0.0015	0.06	1.13473	7.96	0.226	0.16752	0.0003	0.01339	21.65		0.4516	16.70918	34577.0	0.274	0.0038	0.4415	0.3515	0.0172	8.54		9.82	10.0	7.0	7.0	37.48680000000001	-76.15633000000001	11:40:00
2012-03-19	CB6.2	9.0	6.0876	0.0653	8.41		0.1757	0.0029	7.76		0.0422	0.0231	0.001	0.0221	0.81503	7.96	1.31364	0.13046	0.0007	0.01461	21.93		0.3201	16.93027	34986.0	0.241	0.0036	0.3715	0.3062	0.0182	10.66		9.8	10.0	7.0	7.0	37.48680000000001	-76.15633000000001	11:40:00
2012-03-19	CB6.3	0.0								0.6293												1.6												11.0	6.0	6.0	37.41153	-76.15966	11:10:00
2012-03-19	CB6.3	1.0	9.9324	0.1122	11.88		0.1868	0.0022500000000000003	3.62		0.002	0.1102	0.0025	0.1077	1.19084	8.46	0.226	0.15703	0.0002	0.007790000000000001	12.84		0.6587	9.58428	21360.0	0.299	0.0024	0.456	0.3438	0.0102	6.42		11.78	11.0	6.0	6.0	37.41152999999998	-76.15966000000002	11:10:00
2012-03-19	CB6.3	2.0			11.85											8.46					13.1			9.846	21769.0								11.35	11.0	6.0	6.0	37.41153	-76.15966000000002	11:10:00
2012-03-19	CB6.3	3.0			11.42											8.43					13.24			9.953380000000001	21984.0								11.36	11.0	6.0	6.0	37.41153	-76.15966000000002	11:10:00
2012-03-19	CB6.3	4.0			10.72											8.31					14.84			11.194519999999999	24409.0								11.37	11.0	6.0	6.0	37.41153	-76.15966000000002	11:10:00
2012-03-19	CB6.3	5.0	12.816	0.0906	9.3		0.1794	0.0023499999999999997	4.92		0.0053	0.0853	0.0022	0.0831	1.41203	8.19	0.226	0.19809000000000002	0.0002	0.01178	15.72		0.5449	11.91737	25751.0	0.27	0.0025	0.4681	0.3775	0.0143	8.02		11.09	11.0	6.0	6.0	37.41152999999998	-76.15966000000002	11:10:00
2012-03-19	CB6.3	6.0			8.63											8.04					17.99			13.76436	29162.0								10.5	11.0	6.0	6.0	37.41153	-76.15966000000002	11:10:00
2012-03-19	CB6.3	7.0	10.146	0.0701	8.16		0.1809	0.0034	11.58		0.0368	0.0333	0.0014	0.0319	1.2376	7.95	1.4418	0.19243	0.0002	0.02164	20.56		0.3704	15.84845	32981.0	0.251	0.0036	0.4434	0.3733	0.0252	15.3		9.9	11.0	6.0	6.0	37.41152999999998	-76.15966000000002	11:10:00
2012-03-19	CB6.3	8.0			8.13											7.94					20.95			16.16071	33553.0								9.84	11.0	6.0	6.0	37.41153	-76.15966000000002	11:10:00
2012-03-19	CB6.3	9.0			8.13											7.94					21.05			16.24004	33692.0								9.83	11.0	6.0	6.0	37.41153	-76.15966000000002	11:10:00
2012-03-19	CB6.3	10.0	10.146	0.0697	8.17		0.1853	0.0035	10.52		0.047	0.0227	0.0012	0.0215	1.12671	7.95	2.1894	0.18036	0.0006	0.02196	21.06		0.3429	16.24784	33714.0	0.255	0.0041	0.4354	0.3657	0.0261	14.0		9.83	11.0	6.0	6.0	37.41152999999998	-76.15966000000002	11:10:00
2012-03-19	CB7.1	0.0								0.7027												1.2												18.0			37.68346	-75.98966	13:15:00
2012-03-19	CB7.1	1.0	10.4664	0.0043	11.06		0.2107	0.0041	2.42		0.0022	0.0021	0.0004	0.0017	1.5055100000000001	8.32	0.226	0.20636999999999997	0.0003	0.01091	14.42		0.0923	10.529010000000001	23733.0	0.215	0.0044	0.4214	0.4171	0.0153	6.02		13.59	18.0			37.683459999999975	-75.98965999999999	13:15:00
2012-03-19	CB7.1	2.0			11.52											8.37					14.9			11.19962	24491.0								11.66	18.0			37.68346	-75.98966	13:15:00
2012-03-19	CB7.1	3.0			11.07											8.33					15.17			11.45215	24921.0								11.36	18.0			37.68346	-75.98966	13:15:00
2012-03-19	CB7.1	4.0			10.43											8.28					15.35			11.61733	25186.0								11.18	18.0			37.68346	-75.98966	13:15:00
2012-03-19	CB7.1	5.0			9.99											8.18					16.35			12.51499	26724.0								10.3	18.0			37.68346	-75.98966	13:15:00
2012-03-19	CB7.1	6.0			9.02											8.05					17.9			13.80132	29057.0								9.7	18.0			37.68346	-75.98966	13:15:00
2012-03-19	CB7.1	7.0			8.77											8.0					19.01			14.686639999999999	30715.0								9.55	18.0			37.68346	-75.98966	13:15:00
2012-03-19	CB7.1	8.0			8.7											7.99					19.04			14.712639999999999	30758.0								9.53	18.0			37.68346	-75.98966	13:15:00
2012-03-19	CB7.1	9.0			8.66											7.99					19.11			14.77116	30867.0								9.5	18.0			37.68346	-75.98966	13:15:00
2012-03-19	CB7.1	10.0			8.64											7.98					19.28			14.90771	31114.0								9.47	18.0			37.68346	-75.98966	13:15:00
2012-03-19	CB7.1	11.0			8.63											7.98					19.4			15.000060000000001	31304.0								9.48	18.0			37.68346	-75.98966	13:15:00
2012-03-19	CB7.1	12.0			8.61											7.98					19.49			15.06899	31424.0								9.49	18.0			37.68346	-75.98966	13:15:00
2012-03-19	CB7.1	13.0			8.61											7.98					19.5			15.076789999999999	31440.0								9.49	18.0			37.68346	-75.98966	13:15:00
2012-03-19	CB7.1	14.0			8.62											7.98					19.51			15.08329	31466.0								9.5	18.0			37.68346	-75.98966	13:15:00
2012-03-19	CB7.1	15.0			8.63											7.98					19.53			15.0989	31484.0								9.5	18.0			37.68346	-75.98966	13:15:00
2012-03-19	CB7.1	17.0	4.0584	0.064	8.66		0.178	0.0033	5.74		0.0442	0.0198	0.0014	0.0184	0.6955899999999999	7.99	1.3243200000000002	0.1179	0.0005	0.01272	19.59		0.3136	15.14441	31580.0	0.242	0.0038	0.3599	0.2959	0.0165	8.3		9.51	18.0			37.683459999999975	-75.98965999999999	13:15:00
2012-03-19	CB7.2	0.0								0.7001												1.5												22.0			37.41153	-76.07966	10:35:00
2012-03-19	CB7.2	1.0	10.5732	0.0874	11.9		0.1936	0.00245	3.36		0.0044	0.083	0.0023	0.0807	1.30237	8.43	0.226	0.18943	0.0002	0.01053	13.68		0.5157	10.251660000000001	22654.0	0.281	0.0026	0.4704	0.383	0.0131	6.32		11.67	22.0			37.41152999999998	-76.07966000000003	10:35:00
2012-03-19	CB7.2	2.0			11.19											8.36					14.5			10.96942	23913.0								11.09	22.0			37.41153	-76.07966	10:35:00
2012-03-19	CB7.2	3.0			10.71											8.31					14.9			11.300839999999999	24510.0								10.94	22.0			37.41153	-76.07966	10:35:00
2012-03-19	CB7.2	4.0			9.98											8.23					15.5			11.82278	25436.0								10.53	22.0			37.41153	-76.07966	10:35:00
2012-03-19	CB7.2	5.0			9.0											8.11					17.03			13.12655	27772.0								9.67	22.0			37.41153	-76.07966	10:35:00
2012-03-19	CB7.2	6.0			8.33											8.02					20.07			15.46519	32264.0								9.91	22.0			37.41153	-76.07966	10:35:00
2012-03-19	CB7.2	7.0			8.08											7.96					24.14			18.582710000000002	38142.0								10.28	22.0			37.41153	-76.07966	10:35:00
2012-03-19	CB7.2	8.0			8.05											7.95					24.58			18.917839999999998	38773.0								10.33	22.0			37.41153	-76.07966	10:35:00
2012-03-19	CB7.2	9.0			8.05											7.95					24.67			18.9864	38902.0								10.34	22.0			37.41153	-76.07966	10:35:00
2012-03-19	CB7.2	10.0			8.08											7.95					24.87			19.13758	39188.0								10.37	22.0			37.41153	-76.07966	10:35:00
2012-03-19	CB7.2	11.0			8.08											7.95					24.96			19.2046	39322.0								10.39	22.0			37.41153	-76.07966	10:35:00
2012-03-19	CB7.2	12.0			8.08											7.95					24.96			19.2046	39320.0								10.39	22.0			37.41153	-76.07966	10:35:00
2012-03-19	CB7.2	13.0			8.07											7.95					24.97			19.21238	39330.0								10.39	22.0			37.41153	-76.07966	10:35:00
2012-03-19	CB7.2	14.0			8.07											7.95					24.98			19.21864	39350.0								10.4	22.0			37.41153	-76.07966	10:35:00
2012-03-19	CB7.2	15.0			8.08											7.95					24.98			19.21864	39347.0								10.4	22.0			37.41153	-76.07966	10:35:00
2012-03-19	CB7.2	17.0			8.08											7.95					24.98			19.21864	39355.0								10.4	22.0			37.41153	-76.07966	10:35:00
2012-03-19	CB7.2	19.0			8.09											7.96					24.99			19.22642	39361.0								10.4	22.0			37.41153	-76.07966	10:35:00
2012-03-19	CB7.2	21.0	3.738	0.0278	8.15		0.1562	0.0035	9.0		0.024	0.0038	0.0003	0.0035	0.62637	7.96	1.71948	0.11165	0.0026	0.014419999999999999	24.98		0.1725	19.21864	39355.0	0.184	0.0061	0.2956	0.2678	0.0205	11.36		10.4	22.0			37.41152999999998	-76.07966000000005	10:35:00
2012-03-20	CB5.4	0.0								0.6721												1.8												33.0	7.0	17.0	37.800129999999996	-76.17466	10:21:00
2012-03-20	CB5.4	1.0	10.3596	0.2181	13.15		0.1759	0.00375	2.44		0.0021	0.216	0.003	0.213	1.2249299999999999	8.68	0.226	0.17495	0.0002	0.00955	10.97		1.0887	8.03103	18464.0	0.394	0.0039	0.5689	0.3508	0.0135	5.52		12.5	33.0	7.0	17.0	37.800129999999974	-76.17465999999997	10:21:00
2012-03-20	CB5.4	2.0			12.8											8.66					11.09			8.18282	18666.0								12.09	33.0	7.0	17.0	37.800129999999996	-76.17466	10:21:00
2012-03-20	CB5.4	3.0			12.86											8.63					11.29			8.41267	18974.0								11.55	33.0	7.0	17.0	37.800129999999996	-76.17466	10:21:00
2012-03-20	CB5.4	4.0			12.22											8.56					11.47			8.6045	19272.0								11.16	33.0	7.0	17.0	37.800129999999996	-76.17466	10:21:00
2012-03-20	CB5.4	5.0			11.52											8.44					11.96			9.124880000000001	20042.0								10.05	33.0	7.0	17.0	37.800129999999996	-76.17466	10:21:00
2012-03-20	CB5.4	6.0	14.5248	0.2151	10.88		0.1849	0.00295	2.16		0.0061	0.209	0.0021	0.2069	1.16475	8.36	0.35244000000000003	0.15977	0.0002	0.00965	12.25		1.0087	9.36775	20494.0	0.4	0.0031	0.5598	0.3447	0.0127	4.8		9.91	33.0	7.0	17.0	37.800129999999974	-76.17465999999997	10:21:00
2012-03-20	CB5.4	7.0			10.05											8.26					12.45			9.56223	20819.0								9.58	33.0	7.0	17.0	37.800129999999996	-76.17466	10:21:00
2012-03-20	CB5.4	8.0			9.46											8.11					14.53			11.23461	24020.0								9.17	33.0	7.0	17.0	37.800129999999996	-76.17466	10:21:00
2012-03-20	CB5.4	9.0			9.03											8.06					15.8			12.216619999999999	25935.0								9.26	33.0	7.0	17.0	37.800129999999996	-76.17466	10:21:00
2012-03-20	CB5.4	10.0			8.66											8.0					16.65			12.90812	27228.0								9.03	33.0	7.0	17.0	37.800129999999996	-76.17466	10:21:00
2012-03-20	CB5.4	11.0			8.72											8.0					16.76			13.00118	27397.0								8.97	33.0	7.0	17.0	37.800129999999996	-76.17466	10:21:00
2012-03-20	CB5.4	12.0			8.67											8.0					17.21			13.342270000000001	28071.0								9.06	33.0	7.0	17.0	37.800129999999996	-76.17466	10:21:00
2012-03-20	CB5.4	13.0			8.67											8.0					17.42			13.49915	28380.0								9.12	33.0	7.0	17.0	37.800129999999996	-76.17466	10:21:00
2012-03-20	CB5.4	14.0			8.59											7.99					17.55			13.592210000000001	28562.0								9.19	33.0	7.0	17.0	37.800129999999996	-76.17466	10:21:00
2012-03-20	CB5.4	15.0			8.44											7.98					17.9			13.86931	29093.0								9.16	33.0	7.0	17.0	37.800129999999996	-76.17466	10:21:00
2012-03-20	CB5.4	17.0			8.34											7.95					18.48			14.31869	29958.0								9.19	33.0	7.0	17.0	37.800129999999996	-76.17466	10:21:00
2012-03-20	CB5.4	19.0	9.078	0.0793	8.07		0.1907	0.0031	5.88		0.0503	0.029	0.0013	0.0277	0.95916	7.93	1.5379200000000002	0.15367	0.0002	0.01287	19.38		0.3711	15.025479999999998	31291.0	0.27	0.0033	0.4237	0.3444	0.0162	8.62		9.16	33.0	7.0	17.0	37.800129999999974	-76.17465999999996	10:21:00
2012-03-20	CB5.4	21.0			8.03											7.92					19.49			15.117729999999998	31459.0								9.11	33.0	7.0	17.0	37.800129999999996	-76.17466	10:21:00
2012-03-20	CB5.4	23.0			8.0											7.92					19.58			15.190560000000001	31593.0								9.09	33.0	7.0	17.0	37.800129999999996	-76.17466	10:21:00
2012-03-20	CB5.4	25.0			7.93											7.91					19.62			15.22056	31649.0								9.1	33.0	7.0	17.0	37.800129999999996	-76.17466	10:21:00
2012-03-20	CB5.4	27.0			7.88											7.9					19.83			15.38463	31960.0								9.1	33.0	7.0	17.0	37.800129999999996	-76.17466	10:21:00
2012-03-20	CB5.4	29.0			7.87											7.9					19.87			15.41588	32012.0								9.1	33.0	7.0	17.0	37.800129999999996	-76.17466	10:21:00
2012-03-20	CB5.4	31.0			7.9											7.9					19.88			15.4237	32028.0								9.1	33.0	7.0	17.0	37.800129999999996	-76.17466	10:21:00
2012-03-20	CB5.4	32.0	9.612	0.0798	8.08		0.2012	0.004	72.6		0.0546	0.0252	0.0015	0.0237	2.38445	7.92	10.5732	0.32561	0.0012	0.08058	19.87		0.4047	15.41588	32025.0	0.281	0.0052	0.6066	0.5268	0.0858	84.55		9.1	33.0	7.0	17.0	37.800129999999974	-76.17465999999996	10:21:00
2012-03-20	CB5.5	0.0								0.7558												1.7												16.0	13.0	13.0	37.6918	-76.18966999999999	12:04:00
2012-03-20	CB5.5	1.0	8.01	0.2111	13.1		0.1949	0.00265	2.16		0.002	0.2091	0.0031	0.206	1.12914	8.73	0.226	0.15818	0.0002	0.00824	10.94		1.0596	7.89699	18417.0	0.406	0.0028	0.5642	0.3531	0.011	4.82		13.24	16.0	13.0	13.0	37.69180000000002	-76.18966999999999	12:04:00
2012-03-20	CB5.5	2.0			13.89											8.75					11.03			8.048160000000001	18555.0								12.7	16.0	13.0	13.0	37.6918	-76.18966999999999	12:04:00
2012-03-20	CB5.5	3.0			12.36											8.62					11.46			8.604560000000001	19246.0								11.1	16.0	13.0	13.0	37.6918	-76.18966999999999	12:04:00
2012-03-20	CB5.5	4.0			11.73											8.42					12.63			9.62447	21070.0								10.24	16.0	13.0	13.0	37.6918	-76.18966999999999	12:04:00
2012-03-20	CB5.5	5.0			11.43											8.36					13.56			10.25495	22485.0								10.97	16.0	13.0	13.0	37.6918	-76.18966999999999	12:04:00
2012-03-20	CB5.5	6.0			11.17											8.33					14.13			10.60082	23331.0								11.67	16.0	13.0	13.0	37.6918	-76.18966999999999	12:04:00
2012-03-20	CB5.5	7.0			11.04											8.32					14.23			10.68555	23488.0								11.62	16.0	13.0	13.0	37.6918	-76.18966999999999	12:04:00
2012-03-20	CB5.5	8.0			10.53											8.31					14.34			10.79364	23652.0								11.46	16.0	13.0	13.0	37.6918	-76.18966999999999	12:04:00
2012-03-20	CB5.5	9.0			10.44											8.28					14.69			11.08228	24197.0								11.34	16.0	13.0	13.0	37.6918	-76.18966999999999	12:04:00
2012-03-20	CB5.5	10.0			10.14											8.25					15.09			11.40696	24795.0								11.24	16.0	13.0	13.0	37.6918	-76.18966999999999	12:04:00
2012-03-20	CB5.5	11.0			9.58											8.2					15.3			11.5545	25110.0								11.35	16.0	13.0	13.0	37.6918	-76.18966999999999	12:04:00
2012-03-20	CB5.5	12.0	15.1656	0.0549	8.35		0.1931	0.00275	2.98		0.0103	0.0446	0.002	0.0426	1.2378200000000001	8.01	0.226	0.18289	0.0002	0.01009	16.28		0.3527	12.47233	26630.0	0.248	0.0029	0.4309	0.376	0.013	6.08		10.21	16.0	13.0	13.0	37.69180000000002	-76.18966999999999	12:04:00
2012-03-20	CB5.5	13.0			7.79											7.9					18.41			14.260279999999998	29409.0								9.22	16.0	13.0	13.0	37.6918	-76.18966999999999	12:04:00
2012-03-20	CB5.5	14.0	14.952	0.09	7.79		0.202	0.00345	9.42		0.0547	0.0353	0.0018	0.0335	1.42418	7.9	2.2428	0.21259	0.0002	0.01821	18.86		0.4943	14.615520000000002	30509.0	0.292	0.0036	0.5046	0.4146	0.0218	13.44		9.19	16.0	13.0	13.0	37.69180000000002	-76.18966999999999	12:04:00
2012-03-20	CB5.5	15.0	10.0125	0.0766	7.89		0.2044	0.0033	22.54		0.0468	0.0298	0.0017	0.0281	1.36782	7.95	3.16395	0.19701	0.0002	0.028260000000000004	19.78		0.4264	15.363179999999998	31890.0	0.281	0.0035	0.478	0.4014	0.0318	27.42		8.96	16.0	13.0	13.0	37.69180000000002	-76.18966999999999	12:04:00
2012-03-20	CB6.1	0.0								0.6893												1.6												12.0	9.0	9.0	37.58847	-76.16216	12:50:00
2012-03-20	CB6.1	1.0	10.146	0.1415	12.57	2.54	0.2025	0.008150000000000001	2.68		0.0014	0.1401	0.0029	0.1372	1.36732	8.59	0.226	0.17315	0.0002	0.008709999999999999	11.96		0.753	8.731869999999999	19990.0	0.344	0.0083	0.5171	0.3756	0.017	5.92		12.94	12.0	9.0	9.0	37.588470000000015	-76.16216000000001	12:50:00
2012-03-20	CB6.1	2.0			12.5											8.48					13.57			10.14633	22477.0								11.81	12.0	9.0	9.0	37.58847	-76.16215999999999	12:50:00
2012-03-20	CB6.1	3.0			12.0											8.44					14.58			10.735489999999999	23990.0								13.08	12.0	9.0	9.0	37.58847	-76.16215999999999	12:50:00
2012-03-20	CB6.1	4.0			11.88											8.44					15.08			11.15061	24738.0								12.9	12.0	9.0	9.0	37.58847	-76.16215999999999	12:50:00
2012-03-20	CB6.1	5.0			11.24											8.39					15.41			11.474910000000001	25250.0								12.46	12.0	9.0	9.0	37.58847	-76.16215999999999	12:50:00
