"Base_Variable"	"source"	"PreProcess"	"Object_Index"	"Log"	"Center"	"ridge-StationName"	"ridge-Year"	"ridge-Month"	"ridge-Discharge_Susquehanna_14"	"ridge-Latitude"	"ridge-depth_segment"	"ridge-habitat"	"ridge-enspie"	"ridge-faith_pd"	"ridge-day_length"	"ridge-CollectionAgency"	"ridge-anti_day_length"	"ridge-Month_Year"	"ridge-WTEMP"	"ridge-SALINITY"	"ridge-DO"	"ridge-DOP"	"ridge-NO2F"	"ridge-PC"	"ridge-PHEO"	"ridge-NO3F"	"ridge-NH4F"	"ridge-TP"	"ridge-CHLA"	"ridge-TDN"	"ridge-SalZone"	"lasso-StationName"	"lasso-Year"	"lasso-Month"	"lasso-Discharge_Susquehanna_14"	"lasso-Latitude"	"lasso-depth_segment"	"lasso-habitat"	"lasso-enspie"	"lasso-faith_pd"	"lasso-day_length"	"lasso-CollectionAgency"	"lasso-anti_day_length"	"lasso-Month_Year"	"lasso-WTEMP"	"lasso-SALINITY"	"lasso-DO"	"lasso-DOP"	"lasso-NO2F"	"lasso-PC"	"lasso-PHEO"	"lasso-NO3F"	"lasso-NH4F"	"lasso-TP"	"lasso-CHLA"	"lasso-TDN"	"lasso-SalZone"	"rf-StationName"	"rf-Year"	"rf-Month"	"rf-Discharge_Susquehanna_14"	"rf-Latitude"	"rf-depth_segment"	"rf-habitat"	"rf-enspie"	"rf-faith_pd"	"rf-day_length"	"rf-CollectionAgency"	"rf-anti_day_length"	"rf-Month_Year"	"rf-WTEMP"	"rf-SALINITY"	"rf-DO"	"rf-DOP"	"rf-NO2F"	"rf-PC"	"rf-PHEO"	"rf-NO3F"	"rf-NH4F"	"rf-TP"	"rf-CHLA"	"rf-TDN"	"rf-SalZone"
"T11"	"Function"	"RDP"	"TSS"	1	TRUE	FALSE	0.116438356164384	0.658904109589041	0.452054794520548	0.618378917055588	0.427569647678341	0.914285714285714	0.428888888888889	0.378781268450908	0.742132937516842	0.414306397737199	0.463013698630137	0.612751329876539	0.224657534246575	0.634863673693755	0.495507693605902	0.330529688880287	0.306113146886848	0.168290251081759	0.280251621271809	0.0799484128863417	0.462303840108578	0.511198753476438	0.611453315253146	0.395782508002317	0.548419999549991	0.731506849315068	0.105479452054795	0.650684931506849	0.438356164383562	0.611966138807342	0.42591432406732	0.894642857142857	0.488888888888889	0.388816394148806	0.715230809763979	0.386319722544295	0.494520547945206	0.597031320157848	0.217808219178082	0.612060138572953	0.455197539794829	0.326226809344455	0.313522712368153	0.212989930079722	0.204683205193518	0.0666705207299469	0.547572935729382	0.501996118404159	0.580051634930435	0.38925332927833	0.579692497500266	0.745205479452055	0.405479452054795	0.801369863013699	0.691780821917808	0.787650327284998	0.609608917570601	0.921428571428571	0.811111111111111	0.570945351779531	0.871217094369686	0.586445018852976	0.779452054794521	0.785954628176381	0.610958904109589	0.756716335396157	0.602189979856946	0.488001203432267	0.436111068093501	0.288461607164276	0.362505621242459	0.22003097879513	0.589573232024647	0.600719834751453	0.732679545771925	0.46264017257248	0.657687703812229	0.787671232876712
"T12"	"Function"	"RDP∩Silva"	"TSS"	2	TRUE	FALSE	0.127590198726606	0.750684931506849	0.498630136986301	0.672582893839514	0.608183530238725	0.892857142857143	0.477777777777778	0.392249892019862	0.753138173735458	0.42136817070276	0.463013698630137	0.686050043056691	0.224657534246575	0.774222059275538	0.582725741071022	0.4916178826188	0.358088783420027	0.19900061732308	0.501087552203802	0.231024761664873	0.378896534668904	0.592184707272972	0.697442794823138	0.482262234639651	0.665326854878672	0.797260273972603	0.126297511093961	0.771232876712329	0.495890410958904	0.693823912675298	0.614929225984517	0.894642857142857	0.486666666666667	0.38393893756802	0.737737637237183	0.395669340483596	0.457534246575342	0.706430224285622	0.223287671232877	0.764063002898582	0.559335544758218	0.459329953352905	0.37125610811636	0.202255075831957	0.434976242052739	0.25715417632745	0.338115348362206	0.59721981562263	0.699163382618805	0.514838119098869	0.630917200040631	0.794520547945205	0.403743005981092	0.836986301369863	0.726027397260274	0.750455851298662	0.722266648078014	0.933928571428571	0.784444444444444	0.615917531090756	0.825602271282065	0.637402503253692	0.779452054794521	0.837720137350286	0.621917808219178	0.845051297531801	0.673254123229692	0.587051454971274	0.437373140176576	0.391362363484692	0.45636868026521	0.432021944013501	0.439567608103932	0.711404930634651	0.749498904491553	0.530945570246216	0.657928975292999	0.823287671232877
"T13"	"Function"	"RDP∪Silva"	"TSS"	3	TRUE	FALSE	0.107775419641134	0.773972602739726	0.582191780821918	0.785507272149955	0.603687983341133	0.907142857142857	0.513333333333333	0.523424175641594	0.825870834844254	0.422422763036524	0.612328767123288	0.807027789452692	0.238356164383562	0.825925196697672	0.629857103390161	0.518407699349554	0.463227779849107	0.263506477490746	0.543985699158433	0.371867072727386	0.478078110167873	0.494656617249516	0.712703148699894	0.502075536863749	0.599909234871771	0.782191780821918	0.131178853945591	0.773972602739726	0.593150684931507	0.782792146677478	0.588493001297146	0.910714285714286	0.495555555555556	0.547112420524172	0.839738313153415	0.405295702929152	0.619178082191781	0.801036770798848	0.265753424657534	0.808643458481501	0.629499221800003	0.475659490240841	0.443116620628537	0.258142855045312	0.596431294816662	0.372654386176831	0.433982253975578	0.471434145167069	0.675274298957757	0.524636329222589	0.526545731947882	0.761643835616438	0.408894462666409	0.816438356164384	0.76027397260274	0.806373882096506	0.694072784725683	0.896428571428571	0.826666666666667	0.649905704250467	0.823462515919885	0.712875451539258	0.806849315068493	0.854883727200938	0.689041095890411	0.84108356228665	0.713753044949626	0.60862478714678	0.435994841673963	0.36881907693615	0.482670771155368	0.296800930803232	0.637329854242396	0.605509318450224	0.761453916423747	0.528773247087521	0.660635386633603	0.823287671232877
"T14"	"Function"	"Silva"	"TSS"	4	TRUE	FALSE	0.114586147019101	0.779452054794521	0.602739726027397	0.762390343307558	0.642716228497615	0.896428571428571	0.464444444444444	0.52920526683396	0.812110703438444	0.510461520439563	0.652054794520548	0.801191277571351	0.275342465753425	0.822367747729869	0.637759042097018	0.517994805722237	0.501784832778159	0.289551899580927	0.550707773428389	0.338140044371669	0.552466306939382	0.538399343786413	0.701903794048442	0.468850218833211	0.648247119240401	0.801369863013699	0.11888867451283	0.768493150684932	0.593150684931507	0.74337656131645	0.619451706509263	0.875	0.446666666666667	0.539672145887156	0.818423219354221	0.487018086176807	0.638356164383562	0.780749323702522	0.278082191780822	0.805895597174736	0.612397037483109	0.463405657445407	0.50142515542267	0.261709261055925	0.558826977652201	0.340595444554249	0.549916551345785	0.522154057152511	0.655899574205227	0.481913350452682	0.579345133759792	0.810958904109589	0.361836774069072	0.823287671232877	0.782191780821918	0.81689344977788	0.729918322387028	0.905357142857143	0.853333333333333	0.662851677954288	0.809791377926651	0.742618057464568	0.821917808219178	0.836509088776267	0.694520547945205	0.853770355829349	0.722483805122453	0.597951632884463	0.521769379163513	0.392287807266126	0.436238462821274	0.340583424214862	0.706127361825404	0.661830336806741	0.723537030971056	0.47442638722113	0.685196139918969	0.821917808219178
"T15"	"Taxa"	"Order"	"TSS"	5	TRUE	FALSE	0.256968110030043	0.876712328767123	0.70958904109589	0.780919710788326	0.849015574744358	0.916071428571429	0.642222222222222	0.591038481798226	0.930967258578585	0.728769857409203	0.710958904109589	0.889514937738617	0.383561643835616	0.86108839108807	0.815146655280361	0.63163983779145	0.604069529987343	0.243702157028193	0.460146669069477	0.49649309901685	0.581936971092451	0.646064428837265	0.734531384004927	0.556072087431257	0.768962580151703	0.863013698630137	0.216695239932747	0.872602739726027	0.679452054794521	0.775439611495185	0.816517715166392	0.916071428571429	0.568888888888889	0.482066539956457	0.933065175794031	0.738555706654553	0.708219178082192	0.848448683173685	0.36027397260274	0.849328974970624	0.812641815850619	0.624798736059025	0.565421182031169	NA	0.364438599512032	0.407323754652648	0.451363594057307	0.584032385424784	0.70923826489845	0.465970300535523	0.74059658267443	0.849315068493151	0.415856784542874	0.901369863013699	0.847945205479452	0.849472753414396	0.830362815784317	0.923214285714286	0.831111111111111	0.73131833371019	0.928275374682061	0.789318917300444	0.891780821917808	0.90887806969293	0.782191780821918	0.888716729984217	0.842749977682396	0.694348989671917	0.658539474367903	0.230821495973432	0.515745483083432	0.48128446054145	0.625620958878744	0.680384184197189	0.792079677301304	0.578355789659728	0.797885809975871	0.891780821917808
"T16"	"Taxa"	"Family"	"TSS"	6	TRUE	FALSE	0.223384140459193	0.887671232876712	0.687671232876712	0.806607629490302	0.845034453105307	0.939285714285714	0.597777777777778	0.604931500622448	0.931284390548181	0.710139942288051	0.723287671232877	0.903797063683067	0.394520547945205	0.882000974091624	0.79875499484493	0.60283787440438	0.550892074852125	0.287353400087272	0.496412844135039	0.512913926342192	0.677587805812182	0.578825841116009	0.772016422504474	0.494211763253236	0.730324950423957	0.863013698630137	0.180262396295582	0.838356164383562	0.689041095890411	0.803318596528933	0.816458385512807	0.9	0.568888888888889	0.552363854389088	0.933140637490364	0.700243718524059	0.694520547945205	0.884470505404222	0.39041095890411	0.858373242749483	0.794487281897375	0.566913248250914	0.527718480148535	NA	0.411192288198987	0.398084846360901	0.580000593269274	0.517310258979986	0.700213205613097	0.472415238538759	0.623122229099329	0.854794520547945	0.428497009453984	0.913698630136986	0.83013698630137	0.835303831491934	0.832009366194611	0.935714285714286	0.828888888888889	0.699651421056142	0.917900846478454	0.78570298454647	0.894520547945205	0.905984567032948	0.794520547945205	0.8984426366982	0.843833094442684	0.684801854018365	0.655008077605164	0.262158559680397	0.487120105808768	0.538742527253767	0.692628155744974	0.60934505619222	0.756643161055646	0.614621932606231	0.736333803328367	0.894520547945205
"T17"	"Taxa"	"Genus"	"TSS"	7	TRUE	FALSE	0.219583252942311	0.884931506849315	0.776712328767123	0.849518043176914	0.827153348127196	0.933928571428571	0.648888888888889	0.511996980678794	0.92135162120549	0.748244245726356	0.727397260273973	0.918773217486951	0.472602739726027	0.912946249877525	0.752426676893684	0.5669887038773	0.4895083157309	0.231284694956209	0.58815214087552	0.500320441640116	0.504492033260813	0.592301254546532	0.724837329875279	0.511017977018019	0.747091794453963	0.868493150684931	0.192070229596759	0.854794520547945	0.757534246575342	0.854311272805329	0.808314598503485	0.896428571428571	0.602222222222222	0.512121372389326	0.929167531796281	0.751510793737793	0.708219178082192	0.913770266742308	0.450684931506849	0.894826641825271	0.762077088908326	0.5382843327855	0.441857886515552	NA	0.527109871865035	0.470084477136391	0.498106977125623	0.503113735053155	0.649091310954038	0.485732125559428	0.683295242533952	0.846575342465753	0.444916071773104	0.898630136986301	0.868493150684931	0.878948222921333	0.837123657417664	0.923214285714286	0.813333333333333	0.701543725948413	0.928798285202249	0.820474358220226	0.908219178082192	0.921008626373956	0.801369863013699	0.917565159163549	0.810594270838517	0.642488389196007	0.575429397276397	0.24176350206162	0.554499451246349	0.504722154228035	0.578302837096261	0.636034856949488	0.758845561264489	0.58548856695181	0.741427126121227	0.871232876712329
"T18"	"Function"	"RDP"	"TSS"	1	FALSE	TRUE	0.055888397688094	0.623287671232877	0.356164383561644	0.419962129553044	0.249757265678645	0.825	0.32	0.254454843693194	0.687559416680169	0.401848793884747	0.435616438356164	0.569110494841797	0.19041095890411	0.509200539999355	0.341383041594872	0.311689698757632	0.414232914177213	0.326662971257174	0.357364871610852	0.189883799731674	0.584997118470649	0.486712302127544	0.62880146345673	0.393334009969785	0.458130456113953	0.693150684931507	0.0499777701348053	0.63972602739726	0.447945205479452	0.473869440175036	0.264640718649521	0.8375	0.371111111111111	0.225383841210524	0.688520608315459	0.403550483553645	0.43013698630137	0.603067115572995	0.195890410958904	0.519094133687633	0.288328903379035	0.249120376804985	0.421023371504006	0.335559119144529	0.398164922896904	0.106145681387687	0.474452150209153	0.467063538213778	0.661710027987725	0.408737952641218	0.433974081834845	0.691780821917808	0.36555852885828	0.780821917808219	0.712328767123288	0.774008079647453	0.629923065339888	0.923214285714286	0.788888888888889	0.506448390174827	0.861474459904778	0.664684733194605	0.749315068493151	0.845276350253484	0.602739726027397	0.773139378252202	0.583690423513466	0.542461555574916	0.52893861966366	0.340657398271096	0.413404658469611	0.269552929408849	0.605508020363984	0.604179116019363	0.729744116191832	0.434247694026034	0.632562606342117	0.823287671232877
"T19"	"Function"	"RDP∩Silva"	"TSS"	2	FALSE	TRUE	0.0358479644993247	0.66986301369863	0.279452054794521	0.550582323346973	0.203651167787439	0.792857142857143	0.242222222222222	0.164176697827811	0.572323961620564	0.203049658550745	0.410958904109589	0.503633138617654	0.16027397260274	0.625907961570737	0.25991572245485	0.224711612287401	0.436809655993031	0.320863632915308	0.341121808501701	0.323174869523874	0.393189920605061	0.523116730371875	0.583487913836261	0.359103563123531	0.459022338766907	0.646575342465753	0.0372178275130233	0.650684931506849	0.3	0.54610432383819	0.224647663197332	0.833928571428571	0.288888888888889	0.14956227176953	0.61218068516022	0.235705172865829	0.415068493150685	0.488130653077776	0.16027397260274	0.644192114064746	0.23862316362999	0.244410210434894	0.413991257918628	0.358165356305322	0.370619990326749	0.28159171875772	NA	0.495016401505415	0.524213725082339	0.33916374353837	0.512743962835829	0.641095890410959	0.382365425429288	0.832876712328767	0.721917808219178	0.781065709823445	0.685498396393439	0.908928571428571	0.797777777777778	0.569336931558228	0.846402709120846	0.643817029918011	0.810958904109589	0.841203882375057	0.627397260273973	0.801477031573937	0.623192980769076	0.56861973254863	0.497339924463269	0.407636592856911	0.427641356702156	0.368200423041344	0.469375892269247	0.647462530487192	0.776757203243788	0.542460120037182	0.630967890413728	0.798630136986301
"T20"	"Function"	"RDP∪Silva"	"TSS"	3	FALSE	TRUE	0.0783757338551859	0.680821917808219	0.484931506849315	0.686495721807033	0.395875067294828	0.826785714285714	0.488888888888889	0.304958394034867	0.606385098384401	0.446228648603672	0.436986301369863	0.720881511302617	0.272602739726027	0.725362892609559	0.408180850066391	0.467854873093447	0.393075258041303	0.164588439549225	0.516320099677725	0.378538630883625	0.591462517571663	0.424380409241361	0.725511921613085	0.502693105095575	0.666102284814346	0.672602739726027	0.0727788649706458	0.689041095890411	0.504109589041096	0.681393390556532	0.397401313156256	0.851785714285714	0.444444444444444	0.315467837209794	0.599708228412444	0.340922537916374	0.432876712328767	0.719735641796934	0.250684931506849	0.718248189501458	0.455374595308797	0.503456317625281	0.39707824076399	0.24463364322277	0.463177696248186	NA	0.604215107592879	0.401648979207366	0.665870404563968	0.415475906140137	0.646726904186407	0.661643835616438	0.382641878669276	0.832876712328767	0.789041095890411	0.808312710148147	0.714463669246123	0.894642857142857	0.846666666666667	0.6286316060611	0.819457784973247	0.69207933266775	0.802739726027397	0.84960765297959	0.708219178082192	0.84320497408513	0.683837789392856	0.613008804812046	0.492994209689721	0.320131795088669	0.376683274929393	0.302085133825101	0.615955542842141	0.607451913172569	0.759991060483616	0.492887748401876	0.665685281317447	0.808219178082192
"T21"	"Function"	"Silva"	"TSS"	4	FALSE	TRUE	0.0804271978905396	0.684931506849315	0.506849315068493	0.68870379507207	0.353722647848914	0.844642857142857	0.548888888888889	0.379760815012171	0.546722721848928	0.4885941156566	0.43972602739726	0.638499893236854	0.246575342465753	0.664106311326054	0.468446956415753	0.407024030017908	0.276366113064362	0.290427213181885	0.458988103226514	0.345932288369064	0.627007447506223	0.366269700343757	0.643702544647057	0.403345038286085	0.68080701823478	0.704109589041096	0.0957250734238	0.679452054794521	0.513698630136986	0.658665811736559	0.342512596658455	0.869642857142857	0.542222222222222	0.33389857544239	0.60324832071298	0.461839735080265	0.452054794520548	0.65776569095482	0.232876712328767	0.718182741568485	0.536223496998948	0.394928622021987	0.281323422068904	0.400863781108384	0.439943843523582	0.339854417155462	0.63192362182942	0.367089517342321	0.640712536272735	0.401981757905477	0.651757958391304	0.701369863013699	0.367952923017557	0.875342465753425	0.776712328767123	0.82095931300755	0.743496663893509	0.9	0.848888888888889	0.684975472697884	0.822324548126807	0.738491371460041	0.821917808219178	0.825226314747639	0.704109589041096	0.834929106668845	0.652254402448965	0.60747434532585	0.464078554603326	0.434284258875155	0.434270637456891	0.365675203887288	0.710330887798941	0.675605983748101	0.68836983831044	0.450327287636223	0.729294915761908	0.83013698630137
"T22"	"Taxa"	"Order"	"TSS"	5	FALSE	TRUE	0.161543078868952	0.727397260273973	0.513698630136986	0.705331462911349	0.671743089916903	0.823214285714286	0.32	0.4270939831059	0.775335684409076	0.533068884290235	0.434246575342466	0.766247001474216	0.230593607305936	0.784011778558047	0.687422390406254	0.47699999137527	0.319794370907998	0.1770044974262	0.479373188672199	0.331012468871514	0.533433115364043	0.421414207270467	0.567784156995091	0.304951577145665	0.659253291306007	0.780821917808219	0.214856260852788	0.815068493150685	0.661643835616438	0.834323008306462	0.789610032441568	0.903571428571429	0.424444444444444	0.590057258723609	0.783301652311285	0.667573146620598	0.472602739726027	0.798345649824128	0.349315068493151	0.869140484431221	0.784963583226897	0.595316546933039	0.327547987467557	NA	0.342799813538006	0.539794147945618	0.496620818782768	0.488308146177332	0.655877414436814	0.335106431206607	0.658117002386175	0.805479452054795	0.410534439513795	0.90958904109589	0.824657534246575	0.844720359791224	0.8132878736491	0.955357142857143	0.828888888888889	0.702270953629068	0.919011936808119	0.791390170263895	0.876712328767123	0.866840126427514	0.810958904109589	0.872651132432659	0.842402898009165	0.716375899634166	0.588990133460932	0.339772638943586	0.514252101222825	0.470381980164438	0.590024014193131	0.67230703885776	0.770973524374764	0.594877525082227	0.780043915458195	0.887671232876712
"T23"	"Taxa"	"Family"	"TSS"	6	FALSE	TRUE	0.166004244645958	0.793150684931507	0.615068493150685	0.787644566090793	0.65714150184531	0.823214285714286	0.315555555555556	0.482015379478303	0.753824563900603	0.423982397888441	0.491780821917808	0.738543836920391	0.27867199391172	0.606685120332221	0.659835911234787	0.335665447713405	0.452331153282909	0.12210854112018	0.453653406093009	0.471218728352449	0.631248164679111	0.316755129020313	0.416961912025819	0.294208888563202	0.676839964015273	0.79041095890411	0.196449932471542	0.789041095890411	0.694520547945205	0.864687272731096	0.774621844357178	0.907142857142857	0.453333333333333	0.626317680312602	0.801367571318618	0.726331724356946	0.512328767123288	0.833322091485466	0.30941539648852	0.912583818555638	0.746727442576988	0.497624286251516	0.476623158788379	NA	0.474722410285438	0.444360813339577	0.616357788008353	0.37558621762145	0.640762399543158	0.407515951484864	0.587755522011818	0.852054794520548	0.39994211846421	0.912328767123288	0.838356164383562	0.878604917055616	0.814936145551329	0.957142857142857	0.813333333333333	0.722298711279845	0.929331641371555	0.831117992309638	0.898630136986301	0.878163188272116	0.787671232876712	0.887351946985673	0.825440313431213	0.646039003853038	0.636287361986662	0.279277260959914	0.586809728831186	0.546423133844591	0.665356810271407	0.631952834754826	0.757737652160094	0.637704193748002	0.748144984773999	0.889041095890411
"T24"	"Taxa"	"Genus"	"TSS"	7	FALSE	TRUE	0.098823075438935	0.716438356164384	0.576712328767123	0.753625490596516	0.579683659403574	0.7	0.408888888888889	0.348876710132637	0.610927886344689	0.220530612304151	0.426027397260274	0.776668400116335	0.265753424657534	0.807206486965221	0.760352633904487	0.35092272122468	0.345585168152368	0.145510009740657	0.326429315346163	0.447304125764001	0.567012518380966	0.388571460440459	0.550062532307054	0.227204428617586	0.615390199933479	0.745205479452055	0.18581902373143	0.8	0.765753424657534	0.871938691855697	0.802531733042171	0.871428571428571	0.486666666666667	0.644506679066378	0.664009611172763	0.723165697650633	0.620547945205479	0.899568815803188	0.367123287671233	0.873805075078655	0.803793615116953	0.565309034173828	0.469764464129867	NA	0.284237379536987	0.393995579083639	0.558764562441301	0.429974626776257	0.693483850360742	NA	0.646058342755898	0.8	0.407563187343237	0.901369863013699	0.808219178082192	0.870487864361437	0.831320579195127	0.907142857142857	0.815555555555556	0.719001117094697	0.928077801266153	0.766924139157107	0.887671232876712	0.91586675659184	0.805479452054795	0.920410813618897	0.830141979534859	0.650184776492519	0.634187481284472	0.197329757502772	0.455265337092534	0.510872351026348	0.575508004815652	0.643508788908783	0.773306628105702	0.578251723779128	0.752777229127627	0.893150684931507
"T25"	"Function"	"RDP"	"TSS"	1	TRUE	TRUE	0.0978776770210303	0.642465753424658	0.467123287671233	0.617356163640258	0.422653934540848	0.891071428571429	0.462222222222222	0.3531973192957	0.744128326242529	0.405734328507589	0.49041095890411	0.590928984618037	0.179452054794521	0.648071610193768	0.519884869686425	0.425384879202738	0.333972132453026	0.264250557577254	0.268800567142994	0.197728772528985	0.366137478690961	0.539627965164647	0.582087965468761	0.436564191465254	0.534603626101575	0.7	0.0840246961219371	0.63972602739726	0.447945205479452	0.617434690062735	0.425438148510943	0.876785714285714	0.475555555555556	0.364100073448892	0.728262627951398	0.403046677382708	0.493150684931507	0.574441808636339	0.191780821917808	0.640472206449396	0.508291489425991	0.407948170601476	0.302498473506287	0.300584977588405	0.236691247885904	0.184468278826125	0.440743216310101	0.514011192091455	0.545682606800337	0.490846405204679	0.54479657102054	0.704109589041096	0.369129847578622	0.793150684931507	0.720547945205479	0.774675090781728	0.594939638425973	0.910714285714286	0.804444444444444	0.500345861421647	0.870253941059694	0.601047814203794	0.782191780821918	0.816287480833813	0.594520547945205	0.802435305459049	0.602404146508315	0.573124533863548	0.443175598069526	0.393640447325264	0.421270456820014	0.287803802635168	0.443041200445657	0.63509318740624	0.72384264113281	0.442939823730641	0.618185702559228	0.806849315068493
"T26"	"Function"	"RDP∩Silva"	"TSS"	2	TRUE	TRUE	0.117055759212811	0.763013698630137	0.482191780821918	0.70635315318403	0.531167466486461	0.894642857142857	0.488888888888889	0.401726381241871	0.789976184152015	0.477212895953501	0.471232876712329	0.680084101455769	0.219178082191781	0.739562759540762	0.567862125708118	0.458770700414641	0.354877835082643	0.207277519365513	0.392278045737005	0.207297239981219	0.417083694401371	0.571127363972296	0.682564164550795	0.434413984005397	0.595696738787749	0.794520547945205	0.126683387999228	0.772602739726027	0.505479452054794	0.712202440941844	0.548291145759513	0.892857142857143	0.495555555555556	0.396636806828235	0.782976608118066	0.471512903529453	0.450684931506849	0.674240140761198	0.224657534246575	0.737678454435917	0.540299397365898	0.439509734528851	0.39110573278232	0.217583981080679	0.408834768299502	0.230727623669822	0.396439079872559	0.566268189821371	0.664075884496612	0.483046010345582	0.562252515799	0.76027397260274	0.374609299633417	0.826027397260274	0.742465753424657	0.770075026394548	0.681582320521842	0.910714285714286	0.813333333333333	0.588028424361	0.834557508401874	0.631734248503851	0.812328767123288	0.844962368091828	0.628767123287671	0.812787648226068	0.658895729559298	0.554562241579968	0.512438331030331	0.398979044873758	0.466534974110919	0.320976330641799	0.46150819718835	0.681467674752984	0.746331472262992	0.562144772252702	0.641326318799082	0.817808219178082
"T27"	"Function"	"RDP∪Silva"	"TSS"	3	TRUE	TRUE	0.115647308508586	0.764383561643836	0.615068493150685	0.790804476363138	0.619954411966969	0.910714285714286	0.551111111111111	0.505230708660006	0.786261690423147	0.488301027496241	0.646575342465753	0.798878445860178	0.26027397260274	0.831212292363131	0.596269643709053	0.49202344338848	0.477202605012193	0.327751090441005	0.521791070039959	0.331252133758169	0.437366739734505	0.537655317542347	0.695845467511685	0.489230035043095	0.615325199033439	0.784931506849315	0.117248697665445	0.750684931506849	0.608219178082192	0.784956167977038	0.607202523032005	0.914285714285714	0.506666666666667	0.500519950910905	0.799490317510765	0.481623338766289	0.654794520547945	0.792092085130236	0.271232876712329	0.826196461711834	0.578034534165655	0.42696639136659	0.482681591713173	0.302910836648416	0.570464786689737	0.374159582717867	0.41257730807032	0.497258010909695	0.649431649421244	0.484877851039929	0.563395933910882	0.763013698630137	0.368107273779664	0.834246575342466	0.801369863013699	0.807868472968328	0.711192842415618	0.910714285714286	0.826666666666667	0.654504889310138	0.783371771674924	0.717847611199129	0.827397260273973	0.846489054411945	0.710958904109589	0.842961616334589	0.659887267460528	0.608005830981158	0.509679579538312	0.47446609577902	0.467588255286521	0.280384876876521	0.557099842464632	0.656270778644712	0.706819952704293	0.488387796258873	0.70562147361397	0.8
"T28"	"Function"	"Silva"	"TSS"	4	TRUE	TRUE	0.115377194674899	0.778082191780822	0.602739726027397	0.765611104895685	0.656176649872859	0.930357142857143	0.453333333333333	0.595989062256842	0.82779714077421	0.448995904151507	0.645205479452055	0.778432428888867	0.243835616438356	0.799302221722523	0.63867423956804	0.5818657600101	0.502902482992562	0.292384651810275	0.455948392382489	0.398366116931129	0.446117242095753	0.504782580796641	0.712763032455454	0.505792747885797	0.59794927809193	0.778082191780822	0.104379702874783	0.747945205479452	0.615068493150685	0.74433996128207	0.637303434558759	0.917857142857143	0.464444444444444	0.609013618765864	0.836128289365821	0.448928009472974	0.632876712328767	0.750091382007926	0.254794520547945	0.775848885940976	0.604442280802274	0.563466888158298	0.505025954028809	0.292741160652056	0.480754468249467	0.428656332465261	0.41003879200842	0.470486412058913	0.66803300464269	0.514872439296968	0.562012661027472	0.765753424657534	0.386011962184063	0.826027397260274	0.798630136986301	0.808792921155635	0.744663458704296	0.919642857142857	0.846666666666667	0.721443629798761	0.812242213191306	0.713136333812924	0.816438356164384	0.811217716052039	0.716438356164384	0.832749657890953	0.679834373889716	0.657454375391359	0.474013945411602	0.453323070465201	0.392131026296909	0.397908379111949	0.644686806712934	0.616161642370118	0.733028775279403	0.471612437762165	0.675668196130608	0.801369863013699
"T29"	"Taxa"	"Order"	"TSS"	5	TRUE	TRUE	0.234246575342466	0.887671232876712	0.716438356164384	0.813841778529465	0.839991329139663	0.930357142857143	0.622222222222222	0.621486780087743	0.929592813897287	0.689454402504993	0.66027397260274	0.900961995109742	0.382191780821918	0.870067198323334	0.812106236572417	0.654254909264008	0.554528688263603	0.186401529433811	0.533643612346043	0.526154923926766	0.487013619383725	0.664919720573516	0.737377072563513	0.527836965168885	0.713055415329172	0.868493150684931	0.191780821917808	0.871232876712329	0.698630136986301	0.839736528007962	0.817631904857155	0.917857142857143	0.566666666666667	0.574922419882632	0.927152407873397	0.716817377873821	0.656164383561644	0.874010349588074	0.379452054794521	0.84978806326588	0.785021089166916	0.650017369943655	0.495783425329285	NA	0.424694533905694	0.397411416775478	0.43552966812455	0.562777102204294	0.694148534837864	0.461798862103333	0.699327338429315	0.868493150684931	0.421917808219178	0.891780821917808	0.845205479452055	0.85753533059082	0.814173844664851	0.946428571428571	0.84	0.734546645811669	0.929008169267319	0.729684241089721	0.864383561643836	0.902147948258433	0.768493150684932	0.876229164830329	0.828365275099428	0.702337357817988	0.603215606699661	0.2860096085273	0.53473813808994	0.499521198223855	0.607203918571088	0.691968198806372	0.760153273584808	0.613829784271476	0.739572942420008	0.871232876712329
"T30"	"Taxa"	"Family"	"TSS"	6	TRUE	TRUE	0.226529037237121	0.908219178082192	0.710958904109589	0.831168501898057	0.826334111876513	0.935714285714286	0.595555555555556	0.634147334325655	0.936179340688355	0.709727026268403	0.705479452054794	0.912600873088457	0.363013698630137	0.901696289920691	0.797547042526663	0.577935140131177	0.566554074409717	0.295550323109414	0.542503960288173	0.518373022713295	0.616971809463026	0.601603277089925	0.781958579968202	0.521720284698222	0.76998753221668	0.861643835616438	0.225197761913949	0.843835616438356	0.682191780821918	0.814674852999676	0.784719607848038	0.9125	0.531111111111111	0.582680567416155	0.933864534604697	0.709083553097606	0.678082191780822	0.901651842789707	0.389041095890411	0.879211926066765	0.797239718385988	0.527222676162078	0.511508781041176	NA	0.454938385086752	0.399789481229811	0.526132942996076	0.54357834058917	0.730107012445175	0.475210884539153	0.660215164699767	0.849315068493151	0.424561065020259	0.932876712328767	0.824657534246575	0.872582851422412	0.818007694182098	0.957142857142857	0.833333333333333	0.699544673043689	0.926697422110115	0.781569519653556	0.863013698630137	0.91232494247366	0.79041095890411	0.903489998866046	0.841577824184675	0.64874899160501	0.545506091960686	0.293563481334918	0.54070743460601	0.523394488429476	0.697330393153701	0.634010126883355	0.800330714566506	0.572325921034296	0.756681199652498	0.872602739726027
